timestamp,close
2023-02-10,81.29
2023-02-13,82.68
2023-02-14,83.54
2023-02-15,84.77
2023-02-16,84.05
2023-02-17,83.04
2023-02-21,82.26
2023-02-22,83.19
2023-02-23,82.94
2023-02-24,83.55
2023-02-27,83.84
2023-02-28,84.71
2023-03-01,84.14
2023-03-02,85.72
2023-03-03,86.38
2023-03-06,87.06
2023-03-07,86.39
2023-03-08,86.98
2023-03-09,91.56
2023-03-10,91.0
2023-03-13,88.97
2023-03-14,91.17
2023-03-15,89.76
2023-03-16,91.97
2023-03-17,90.29
2023-03-20,89.92
2023-03-21,92.18
2023-03-22,89.59
2023-03-23,91.59
2023-03-24,91.37
2023-03-27,93.31
2023-03-28,93.14
2023-03-29,94.06
2023-03-30,94.05
2023-03-31,95.6
2023-04-03,96.92
2023-04-04,95.05
2023-04-05,94.25
2023-04-06,93.6
2023-04-10,94.36
2023-04-11,93.91
2023-04-12,94.1
2023-04-13,94.3
2023-04-14,95.44
2023-04-17,96.77
2023-04-18,98.47
2023-04-19,99.03
2023-04-20,99.76
2023-04-21,99.51
2023-04-24,100.15
2023-04-25,98.44
2023-04-26,96.21
2023-04-27,98.06
2023-04-28,98.97
2023-05-01,101.18
2023-05-02,101.51
2023-05-03,101.77
2023-05-04,99.32
2023-05-05,100.24
2023-05-08,100.92
2023-05-09,101.0
2023-05-10,99.54
2023-05-11,99.51
2023-05-12,98.8
2023-05-15,102.0
2023-05-16,101.13
2023-05-17,103.47
2023-05-18,104.01
2023-05-19,104.26
2023-05-22,104.55
2023-05-23,101.7
2023-05-24,100.98
2023-05-25,101.52
2023-05-26,102.74
2023-05-30,102.4
2023-05-31,101.53
2023-06-01,104.67
2023-06-02,105.8
2023-06-05,104.1
2023-06-06,105.46
2023-06-07,106.08
2023-06-08,106.07
2023-06-09,106.3
2023-06-12,106.23
2023-06-13,106.74
2023-06-14,104.7
2023-06-15,105.41
2023-06-16,106.29
2023-06-20,104.02
2023-06-21,105.05
2023-06-22,104.82
2023-06-23,103.78
2023-06-26,104.45
2023-06-27,104.92
2023-06-28,107.05
2023-06-29,107.74
2023-06-30,109.85
2023-07-03,108.28
2023-07-05,108.65
2023-07-06,107.37
2023-07-07,108.27
2023-07-10,110.53
2023-07-11,111.22
2023-07-12,111.2
2023-07-13,111.28
2023-07-14,110.28
2023-07-17,111.14
2023-07-18,111.06
2023-07-19,109.89
2023-07-20,111.24
2023-07-21,110.33
2023-07-24,110.25
2023-07-25,117.16
2023-07-26,114.72
2023-07-27,115.42
2023-07-28,114.39
2023-07-31,114.24
2023-08-01,113.22
2023-08-02,111.97
2023-08-03,112.36
2023-08-04,113.06
2023-08-07,114.73
2023-08-08,113.55
2023-08-09,112.17
2023-08-10,113.57
2023-08-11,114.6
2023-08-14,115.55
2023-08-15,113.85
2023-08-16,113.57
2023-08-17,110.96
2023-08-18,111.79
2023-08-21,112.02
2023-08-22,111.66
2023-08-23,113.47
2023-08-24,111.04
2023-08-25,111.97
2023-08-28,113.96
2023-08-29,115.33
2023-08-30,114.31
2023-08-31,114.46
2023-09-01,114.24
2023-09-05,112.88
2023-09-06,112.68
2023-09-07,111.79
2023-09-08,111.72
2023-09-11,114.26
2023-09-12,115.0
2023-09-13,113.6
2023-09-14,115.65
2023-09-15,115.49
2023-09-18,116.57
2023-09-19,116.21
2023-09-20,114.85
2023-09-21,112.99
2023-09-22,111.25
2023-09-25,111.72
2023-09-26,109.93
2023-09-27,110.89
2023-09-28,112.34
2023-09-29,110.55
2023-10-02,108.79
2023-10-03,107.76
2023-10-04,108.85
2023-10-05,108.72
2023-10-06,111.47
2023-10-09,110.26
2023-10-10,111.48
2023-10-11,113.26
2023-10-12,111.33
2023-10-13,109.38
2023-10-16,109.14
2023-10-17,110.02
2023-10-18,107.57
2023-10-19,106.95
2023-10-20,106.08
2023-10-23,106.69
2023-10-24,113.62
2023-10-25,111.2
2023-10-26,108.8
2023-10-27,106.35
2023-10-30,109.81
2023-10-31,108.63
2023-11-01,107.25
2023-11-02,107.78
2023-11-03,108.92
2023-11-06,111.78
2023-11-07,111.8
2023-11-08,113.85
2023-11-09,113.09
2023-11-10,115.27
2023-11-13,115.52
2023-11-14,117.25
2023-11-15,116.3
2023-11-16,118.94
2023-11-17,119.93
2023-11-20,120.07
2023-11-21,119.89
2023-11-22,119.6
2023-11-24,119.97
2023-11-27,119.97
2023-11-28,118.85
2023-11-29,118.86
2023-11-30,121.8
2023-12-01,122.5
2023-12-04,121.53
2023-12-05,120.23
2023-12-06,119.81
2023-12-07,119.48
2023-12-08,120.59
2023-12-11,120.28
2023-12-12,122.32
2023-12-13,121.18
2023-12-14,121.35
2023-12-15,123.23
2023-12-18,123.64
2023-12-19,125.94
2023-12-20,123.37
2023-12-21,126.97
2023-12-22,126.69
2023-12-26,127.47
2023-12-27,128.2
2023-12-28,128.32
2023-12-29,127.63
2024-01-02,125.95
2024-01-03,124.06
2024-01-04,124.66
2024-01-05,126.29
2024-01-08,128.28
2024-01-09,128.78
2024-01-10,129.7
2024-01-11,129.83
2024-01-12,129.79
2024-01-16,127.97
2024-01-17,126.88
2024-01-18,128.55
2024-01-19,129.81
2024-01-22,131.23
2024-01-23,129.95
2024-01-24,129.93
2024-01-25,129.93
2024-01-26,131.19
2024-01-29,131.1
2024-01-30,133.93
2024-01-31,132.42
2024-02-01,135.41
2024-02-02,136.54
2024-02-05,137.71
2024-02-06,137.58
2024-02-07,138.5
2024-02-08,139.05
2024-02-09,139.28
2024-02-12,140.17
2024-02-13,141.77
2024-02-14,146.5
2024-02-15,148.37
2024-02-16,149.16
2024-02-20,148.62
2024-02-21,149.07
2024-02-22,151.67
2024-02-23,153.33
2024-02-26,154.77
2024-02-27,153.99
2024-02-28,155.61
2024-02-29,156.89
2024-03-01,158.65
2024-03-04,161.01
2024-03-05,157.86
2024-03-06,159.5
2024-03-07,166.5
2024-03-08,167.96
2024-03-11,166.56
2024-03-12,167.46
2024-03-13,170.16
2024-03-14,166.75
2024-03-15,168.89
2024-03-18,169.91
2024-03-19,173.46
2024-03-20,173.93
2024-03-21,176.64
2024-03-22,175.15
2024-03-25,173.49
2024-03-26,173.55
2024-03-27,180.12
2024-03-28,175.53
2024-04-01,175.36
2024-04-02,136.47
2024-04-03,145.62
2024-04-04,147.39
2024-04-05,156.3
2024-04-08,156.52
2024-04-09,154.49
2024-04-10,156.61
2024-04-11,157.68
2024-04-12,154.63
2024-04-15,153.7
2024-04-16,156.76
2024-04-17,155.67
2024-04-18,152.94
2024-04-19,148.06
2024-04-22,150.19
2024-04-23,162.62
2024-04-24,159.19
2024-04-25,161.26
2024-04-26,162.35
2024-04-29,164.49
2024-04-30,161.82
2024-05-01,159.7
2024-05-02,162.64
2024-05-03,164.11
2024-05-06,167.97
2024-05-07,168.78
2024-05-08,168.86
2024-05-09,167.5
2024-05-10,163.38
2024-05-13,159.5
2024-05-14,160.0
2024-05-15,163.47
2024-05-16,161.12
2024-05-17,159.89
2024-05-20,159.28
2024-05-21,161.0
2024-05-22,160.81
2024-05-23,165.26
2024-05-24,167.33
2024-05-28,168.56
2024-05-29,163.6
2024-05-30,164.2
2024-05-31,165.14
2024-06-03,161.46
2024-06-04,161.38
2024-06-05,162.55
2024-06-06,160.62
2024-06-07,161.92
2024-06-10,162.84
2024-06-11,160.36
2024-06-12,161.05
2024-06-13,155.69
2024-06-14,155.88
2024-06-17,163.23
2024-06-18,164.97
2024-06-20,165.0
2024-06-21,164.24
2024-06-24,160.54
2024-06-25,159.73
2024-06-26,160.64
2024-06-27,160.5
2024-06-28,158.97
2024-07-01,158.97
2024-07-02,161.45
2024-07-03,163.0
2024-07-05,160.5
2024-07-08,163.53
2024-07-09,163.13
2024-07-10,165.7
2024-07-11,161.92
2024-07-12,159.01
2024-07-15,159.56
2024-07-16,162.85
2024-07-17,156.66
2024-07-18,158.79
2024-07-19,159.13
2024-07-22,162.76
2024-07-23,172.0
2024-07-24,162.3
2024-07-25,163.4
